unit,instance,floor,riser,object_id,vendor_name,units,sensor_uuid,device_uuid,sample
AHU-J2-6,723111,6,J2,analog-input 50,Space Temperature Setpoint Active,degrees-fahrenheit,d8d6431c-8e10-4e29-b04b-cbb9319ee690,6f974fa7-45ab-4731-8878-f0d1b63837ca,72.501953125
AHU-J2-6,723111,6,J2,analog-input 28,Duct Static Pressure Active,inches-of-water,28183f2d-04bf-46c1-a830-1952f2f28201,6f974fa7-45ab-4731-8878-f0d1b63837ca,1.522216796875
AHU-J1-5,723113,5,J1,analog-input 35,Condenser Water Entering Temperature,degrees-fahrenheit,b95fa73a-1da7-4f8b-b716-0355cb03e4ca,7beef893-e2c9-41c7-903b-c8ce4fc89172,78.943359375
AHU-J1-5,723113,5,J1,analog-input 46,Condenser Water Leaving Temperature Active,degrees-fahrenheit,da8b0202-5373-4409-b724-2b17a778b683,7beef893-e2c9-41c7-903b-c8ce4fc89172,85.986328125
AHU-J1-5,723113,5,J1,analog-input 47,Condenser Water Temperature Local,degrees-fahrenheit,02b2447e-e17f-49fe-ae00-ba3a1772f1c9,7beef893-e2c9-41c7-903b-c8ce4fc89172,85.708984375
AHU-J1-5,723113,5,J1,analog-input 38,Evaporator Leaving Temperature Circuit 1,degrees-fahrenheit,a874c6e5-a794-4f79-b67a-7adc2aff0216,7beef893-e2c9-41c7-903b-c8ce4fc89172,57.716796875
AHU-J1-5,723113,5,J1,analog-input 39,Evaporator Leaving Temperature Circuit 2,degrees-fahrenheit,1eff9885-e417-4631-a7b9-a388f364b871,7beef893-e2c9-41c7-903b-c8ce4fc89172,58.279296875
AHU-J1-5,723113,5,J1,analog-input 40,Evaporator Leaving Temperature Circuit 3,degrees-fahrenheit,026f9ab0-d959-4ceb-bd44-f0f5c9978de9,7beef893-e2c9-41c7-903b-c8ce4fc89172,47.724609375
AHU-J1-5,723113,5,J1,analog-input 42,Condensing Saturated Temperature Circuit 1,degrees-fahrenheit,b70abc62-33be-4577-9233-c2e2b4058f90,7beef893-e2c9-41c7-903b-c8ce4fc89172,77.080078125
AHU-J1-5,723113,5,J1,analog-input 43,Condensing Saturated Temperature Circuit 2,degrees-fahrenheit,8f6fe8b3-53b5-402c-998c-381429006013,7beef893-e2c9-41c7-903b-c8ce4fc89172,78.310546875
AHU-J1-5,723113,5,J1,analog-input 44,Condensing Saturated Temperature Circuit 3,degrees-fahrenheit,a11a2ce3-87a5-42df-add6-787eafa7d8f5,7beef893-e2c9-41c7-903b-c8ce4fc89172,89.931640625
AHU-J1-5,723113,5,J1,analog-input 25,Mixed Air Temperature,degrees-fahrenheit,34fe5415-1fa5-42e8-a834-84f979c4a551,7beef893-e2c9-41c7-903b-c8ce4fc89172,71.458984375
AHU-J1-5,723113,5,J1,analog-input 24,Discharge Air Temperature Active,degrees-fahrenheit,87a4c84d-6df2-49f8-807c-cc3951f344de,7beef893-e2c9-41c7-903b-c8ce4fc89172,54.646484375
AHU-J1-5,723113,5,J1,analog-input 15,Space Temperature Active,degrees-fahrenheit,050d576a-04b1-4161-8a0f-a0c0bf596d8f,7beef893-e2c9-41c7-903b-c8ce4fc89172,77.115234375
AHU-J1-5,723113,5,J1,analog-input 18,Outdoor Air Temperature Active,degrees-fahrenheit,4d3c06fd-5efb-4ea0-8f8e-a73ab65b5edf,7beef893-e2c9-41c7-903b-c8ce4fc89172,90.052734375
AHU-J1-5,723113,5,J1,analog-input 52,Discharge Air Temperature Setpoint Active,degrees-fahrenheit,ce3561c0-a9f7-4dfe-94bc-6f479864325d,7beef893-e2c9-41c7-903b-c8ce4fc89172,0.0
AHU-J1-5,723113,5,J1,analog-input 50,Space Temperature Setpoint Active,degrees-fahrenheit,359d396c-d46e-40e4-a98b-f814819e8949,7beef893-e2c9-41c7-903b-c8ce4fc89172,72.501953125
AHU-J1-5,723113,5,J1,analog-input 28,Duct Static Pressure Active,inches-of-water,fa7349ff-03ce-4950-a37c-09607d84576b,7beef893-e2c9-41c7-903b-c8ce4fc89172,1.032470703125
AHU-J2-5,723114,5,J2,analog-input 35,Condenser Water Entering Temperature,degrees-fahrenheit,adb600a3-4aba-4385-ab98-7f2d84803c93,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,77.677734375
AHU-J2-5,723114,5,J2,analog-input 46,Condenser Water Leaving Temperature Active,degrees-fahrenheit,1caba290-587d-4426-b049-5bf66c0ae463,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,84.759765625
AHU-J2-5,723114,5,J2,analog-input 47,Condenser Water Temperature Local,degrees-fahrenheit,8ce30c96-d8ca-4a3f-9a2b-9885f062d137,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,84.705078125
AHU-J2-5,723114,5,J2,analog-input 38,Evaporator Leaving Temperature Circuit 1,degrees-fahrenheit,a0803a38-dc5d-4340-a13d-f4f5c198a51f,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,56.763671875
AHU-J2-5,723114,5,J2,analog-input 39,Evaporator Leaving Temperature Circuit 2,degrees-fahrenheit,3df849b8-87cf-4d1d-aa1a-11b202fdd587,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,54.224609375
AHU-J2-5,723114,5,J2,analog-input 40,Evaporator Leaving Temperature Circuit 3,degrees-fahrenheit,6f95cda2-6f88-4e1d-b95b-35be806d0f01,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,41.212890625
AHU-J2-5,723114,5,J2,analog-input 42,Condensing Saturated Temperature Circuit 1,degrees-fahrenheit,34b22003-8e7b-45dd-adf7-1632b32e77a7,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,77.095703125
AHU-J2-5,723114,5,J2,analog-input 43,Condensing Saturated Temperature Circuit 2,degrees-fahrenheit,d29f1209-6da7-409e-ab53-2d64fb1228c8,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,80.740234375
AHU-J2-5,723114,5,J2,analog-input 44,Condensing Saturated Temperature Circuit 3,degrees-fahrenheit,d896f707-1bb1-46f5-8d7e-62cf606a488a,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,90.259765625
AHU-J2-5,723114,5,J2,analog-input 25,Mixed Air Temperature,degrees-fahrenheit,be7a8bfb-fd0a-4c14-9c38-dda5260bb7fe,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,73.533203125
AHU-J2-5,723114,5,J2,analog-input 24,Discharge Air Temperature Active,degrees-fahrenheit,15d84da2-a83d-42eb-9f19-a84aede06dc8,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,56.658203125
AHU-J2-5,723114,5,J2,analog-input 15,Space Temperature Active,degrees-fahrenheit,d50e2f53-7efc-4910-8a01-0649e5b7a96c,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,76.791015625
AHU-J2-5,723114,5,J2,analog-input 18,Outdoor Air Temperature Active,degrees-fahrenheit,e3e7d7f3-f1b4-494d-9ff5-20d6c2e013b1,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,89.853515625
AHU-J2-5,723114,5,J2,analog-input 52,Discharge Air Temperature Setpoint Active,degrees-fahrenheit,42f1005d-a11e-42f2-a2b8-233227cb75c7,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,0.0
AHU-J2-5,723114,5,J2,analog-input 50,Space Temperature Setpoint Active,degrees-fahrenheit,d02a4e92-286c-4a26-be55-139e6426dc88,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,72.501953125
AHU-J2-5,723114,5,J2,analog-input 28,Duct Static Pressure Active,inches-of-water,d8f9878b-41a1-458a-a363-92c97b89670e,fc3ebd54-66af-4957-8f2b-a6b4eb23c79c,1.029296875
AHU-J1-4,723116,4,J1,analog-input 35,Condenser Water Entering Temperature,degrees-fahrenheit,a5d27dd6-6704-4406-b2a9-c94b13f40a8d,36040ae9-def0-42c1-a9dd-fe1f160998ac,78.740234375
AHU-J1-4,723116,4,J1,analog-input 46,Condenser Water Leaving Temperature Active,degrees-fahrenheit,f08c7bc9-1a65-4c91-a54a-1573be7ac1f6,36040ae9-def0-42c1-a9dd-fe1f160998ac,79.455078125
AHU-J1-4,723116,4,J1,analog-input 47,Condenser Water Temperature Local,degrees-fahrenheit,33563070-00c0-4595-bf36-16c04e2d3762,36040ae9-def0-42c1-a9dd-fe1f160998ac,79.103515625
AHU-J1-4,723116,4,J1,analog-input 38,Evaporator Leaving Temperature Circuit 1,degrees-fahrenheit,b4ec9c0c-d24c-44ec-aaa4-de4944106e8a,36040ae9-def0-42c1-a9dd-fe1f160998ac,58.693359375
AHU-J1-4,723116,4,J1,analog-input 39,Evaporator Leaving Temperature Circuit 2,degrees-fahrenheit,5d7fe39b-7b43-40c0-90a0-fc8c89989d33,36040ae9-def0-42c1-a9dd-fe1f160998ac,50.021484375
AHU-J1-4,723116,4,J1,analog-input 40,Evaporator Leaving Temperature Circuit 3,degrees-fahrenheit,10436378-21a4-4662-a607-52d07d2225c9,36040ae9-def0-42c1-a9dd-fe1f160998ac,55.861328125
AHU-J1-4,723116,4,J1,analog-input 42,Condensing Saturated Temperature Circuit 1,degrees-fahrenheit,d8f2ebd4-2db9-4003-a621-a32089231c57,36040ae9-def0-42c1-a9dd-fe1f160998ac,78.029296875
AHU-J1-4,723116,4,J1,analog-input 43,Condensing Saturated Temperature Circuit 2,degrees-fahrenheit,a550f0e9-5a50-49de-b629-4a30d3ef81cc,36040ae9-def0-42c1-a9dd-fe1f160998ac,92.798828125
AHU-J1-4,723116,4,J1,analog-input 44,Condensing Saturated Temperature Circuit 3,degrees-fahrenheit,d8e7ee42-7d60-42ed-b1ee-cd9b9a329f73,36040ae9-def0-42c1-a9dd-fe1f160998ac,78.951171875
AHU-J1-4,723116,4,J1,analog-input 25,Mixed Air Temperature,degrees-fahrenheit,ed9d8790-d388-440a-98bc-5d5554a52eb4,36040ae9-def0-42c1-a9dd-fe1f160998ac,72.896484375
AHU-J1-4,723116,4,J1,analog-input 24,Discharge Air Temperature Active,degrees-fahrenheit,bbef40db-a5ff-46eb-8c7e-279aecb29231,36040ae9-def0-42c1-a9dd-fe1f160998ac,59.177734375
AHU-J1-4,723116,4,J1,analog-input 15,Space Temperature Active,degrees-fahrenheit,9a35d5f6-2f71-4f1c-a0bf-f15cc8e1dd51,36040ae9-def0-42c1-a9dd-fe1f160998ac,76.189453125
AHU-J1-4,723116,4,J1,analog-input 18,Outdoor Air Temperature Active,degrees-fahrenheit,54d9bebf-2333-46a3-b534-fa126bcdcca8,36040ae9-def0-42c1-a9dd-fe1f160998ac,89.349609375
AHU-J1-4,723116,4,J1,analog-input 52,Discharge Air Temperature Setpoint Active,degrees-fahrenheit,f358e49e-e21e-4fb3-a311-6ef7f5e559b2,36040ae9-def0-42c1-a9dd-fe1f160998ac,0.0
AHU-J1-4,723116,4,J1,analog-input 50,Space Temperature Setpoint Active,degrees-fahrenheit,4062d9f5-7924-4dd8-ae74-5a3476422cf5,36040ae9-def0-42c1-a9dd-fe1f160998ac,72.501953125
AHU-J1-4,723116,4,J1,analog-input 28,Duct Static Pressure Active,inches-of-water,77b8228c-1c55-46c7-8905-53d14873740f,36040ae9-def0-42c1-a9dd-fe1f160998ac,1.028564453125
AHU-J2-4,723117,4,J2,analog-input 35,Condenser Water Entering Temperature,degrees-fahrenheit,2bb48e0f-2861-48b2-b9fd-fbc23806d3d5,6cd06ece-48de-4610-8bfa-9b57f6fe3355,77.416015625
AHU-J2-4,723117,4,J2,analog-input 46,Condenser Water Leaving Temperature Active,degrees-fahrenheit,9a1c716d-fd2c-478a-b857-5d3444fd330c,6cd06ece-48de-4610-8bfa-9b57f6fe3355,83.630859375
AHU-J2-4,723117,4,J2,analog-input 47,Condenser Water Temperature Local,degrees-fahrenheit,e52bd665-3ee3-4fd3-bfeb-033441aed998,6cd06ece-48de-4610-8bfa-9b57f6fe3355,84.271484375
AHU-J2-4,723117,4,J2,analog-input 38,Evaporator Leaving Temperature Circuit 1,degrees-fahrenheit,dcf99c60-c69d-426d-8ede-261ca8612252,6cd06ece-48de-4610-8bfa-9b57f6fe3355,57.955078125
AHU-J2-4,723117,4,J2,analog-input 39,Evaporator Leaving Temperature Circuit 2,degrees-fahrenheit,7d68b8b6-b1ff-40d1-982a-c75eef4938fc,6cd06ece-48de-4610-8bfa-9b57f6fe3355,42.236328125
AHU-J2-4,723117,4,J2,analog-input 40,Evaporator Leaving Temperature Circuit 3,degrees-fahrenheit,1c498138-3b31-4d86-85dc-7a213cf52448,6cd06ece-48de-4610-8bfa-9b57f6fe3355,60.099609375
AHU-J2-4,723117,4,J2,analog-input 42,Condensing Saturated Temperature Circuit 1,degrees-fahrenheit,d8568384-d1ca-4a10-95a9-52a3fc03fa16,6cd06ece-48de-4610-8bfa-9b57f6fe3355,78.220703125
AHU-J2-4,723117,4,J2,analog-input 43,Condensing Saturated Temperature Circuit 2,degrees-fahrenheit,49a3753d-1c9e-4632-959f-81cada682bf9,6cd06ece-48de-4610-8bfa-9b57f6fe3355,85.982421875
AHU-J2-4,723117,4,J2,analog-input 44,Condensing Saturated Temperature Circuit 3,degrees-fahrenheit,aeffd9c3-7610-485c-a540-92c5cfce5bc0,6cd06ece-48de-4610-8bfa-9b57f6fe3355,85.283203125
AHU-J2-4,723117,4,J2,analog-input 25,Mixed Air Temperature,degrees-fahrenheit,94d7ca02-ce6f-48af-bf37-6ea237c26d7c,6cd06ece-48de-4610-8bfa-9b57f6fe3355,73.529296875
AHU-J2-4,723117,4,J2,analog-input 24,Discharge Air Temperature Active,degrees-fahrenheit,51cc18d1-5aae-46a4-ba71-5fc39a79b662,6cd06ece-48de-4610-8bfa-9b57f6fe3355,51.107421875
AHU-J2-4,723117,4,J2,analog-input 15,Space Temperature Active,degrees-fahrenheit,fab30dc3-9848-4623-99de-5fb55db207c3,6cd06ece-48de-4610-8bfa-9b57f6fe3355,76.978515625
AHU-J2-4,723117,4,J2,analog-input 18,Outdoor Air Temperature Active,degrees-fahrenheit,40bead09-bdb2-4693-9987-1cdd74008cc9,6cd06ece-48de-4610-8bfa-9b57f6fe3355,88.701171875
AHU-J2-4,723117,4,J2,analog-input 52,Discharge Air Temperature Setpoint Active,degrees-fahrenheit,877c9bb8-ea9c-422d-80ab-64a235fd1ce5,6cd06ece-48de-4610-8bfa-9b57f6fe3355,0.0
AHU-J2-4,723117,4,J2,analog-input 50,Space Temperature Setpoint Active,degrees-fahrenheit,f9e1de93-619d-43c9-b096-e7eec87a4d7d,6cd06ece-48de-4610-8bfa-9b57f6fe3355,72.501953125
AHU-J2-4,723117,4,J2,analog-input 28,Duct Static Pressure Active,inches-of-water,f043c30a-77e8-4ac1-9f37-109a714e462b,6cd06ece-48de-4610-8bfa-9b57f6fe3355,1.142578125
AHU-J1-3,723119,3,J1,analog-input 35,Condenser Water Entering Temperature,degrees-fahrenheit,0b1f17c9-72a3-4737-bc28-fac477d54ecb,9fddfa82-2403-4ac3-84a2-d7fed64d0399,79.376953125
AHU-J1-3,723119,3,J1,analog-input 46,Condenser Water Leaving Temperature Active,degrees-fahrenheit,d16c08af-a282-4888-b480-92c9f0713ba0,9fddfa82-2403-4ac3-84a2-d7fed64d0399,79.685546875
AHU-J1-3,723119,3,J1,analog-input 47,Condenser Water Temperature Local,degrees-fahrenheit,1d945ed8-6d28-4153-bfa5-95704a1d5242,9fddfa82-2403-4ac3-84a2-d7fed64d0399,79.693359375
AHU-J1-3,723119,3,J1,analog-input 38,Evaporator Leaving Temperature Circuit 1,degrees-fahrenheit,85546c31-3225-4b1b-881f-0fb1f5bdfa94,9fddfa82-2403-4ac3-84a2-d7fed64d0399,45.916015625
AHU-J1-3,723119,3,J1,analog-input 39,Evaporator Leaving Temperature Circuit 2,degrees-fahrenheit,38bcb1b0-312b-4cc4-9828-c84bf612bd59,9fddfa82-2403-4ac3-84a2-d7fed64d0399,59.564453125
AHU-J1-3,723119,3,J1,analog-input 40,Evaporator Leaving Temperature Circuit 3,degrees-fahrenheit,711426fb-0f57-4d7a-a3a6-58a8f0777108,9fddfa82-2403-4ac3-84a2-d7fed64d0399,56.705078125
AHU-J1-3,723119,3,J1,analog-input 42,Condensing Saturated Temperature Circuit 1,degrees-fahrenheit,e2708d39-a760-4e90-aa8f-4879551eddcd,9fddfa82-2403-4ac3-84a2-d7fed64d0399,87.533203125
AHU-J1-3,723119,3,J1,analog-input 43,Condensing Saturated Temperature Circuit 2,degrees-fahrenheit,3700ea4a-17d2-471f-9638-7f69dc19ae50,9fddfa82-2403-4ac3-84a2-d7fed64d0399,78.701171875
AHU-J1-3,723119,3,J1,analog-input 44,Condensing Saturated Temperature Circuit 3,degrees-fahrenheit,39c25679-ff40-4f64-ba02-4698e84f2599,9fddfa82-2403-4ac3-84a2-d7fed64d0399,78.314453125
AHU-J1-3,723119,3,J1,analog-input 25,Mixed Air Temperature,degrees-fahrenheit,3eed1ff9-8ac2-47f1-81fd-6053397f7776,9fddfa82-2403-4ac3-84a2-d7fed64d0399,73.162109375
AHU-J1-3,723119,3,J1,analog-input 24,Discharge Air Temperature Active,degrees-fahrenheit,d7fe0aac-01e1-42e2-8f9b-03de94625560,9fddfa82-2403-4ac3-84a2-d7fed64d0399,58.685546875
AHU-J1-3,723119,3,J1,analog-input 15,Space Temperature Active,degrees-fahrenheit,c830856f-95da-4901-ba5e-8c6bcbe34e11,9fddfa82-2403-4ac3-84a2-d7fed64d0399,77.005859375
AHU-J1-3,723119,3,J1,analog-input 18,Outdoor Air Temperature Active,degrees-fahrenheit,27a6d76d-bd45-4193-bdf7-2fb6abf91182,9fddfa82-2403-4ac3-84a2-d7fed64d0399,89.654296875
AHU-J1-3,723119,3,J1,analog-input 52,Discharge Air Temperature Setpoint Active,degrees-fahrenheit,f9be800b-135f-4fc5-b468-eadd97ab7b08,9fddfa82-2403-4ac3-84a2-d7fed64d0399,0.0
AHU-J1-3,723119,3,J1,analog-input 50,Space Temperature Setpoint Active,degrees-fahrenheit,ce7515ef-7e4c-4356-b54e-a3eb57ab10a5,9fddfa82-2403-4ac3-84a2-d7fed64d0399,72.501953125
AHU-J1-3,723119,3,J1,analog-input 28,Duct Static Pressure Active,inches-of-water,c7eb7d60-34d4-492a-903a-c11f75bebdef,9fddfa82-2403-4ac3-84a2-d7fed64d0399,1.45361328125
AHU-J2-3,723120,3,J2,analog-input 35,Condenser Water Entering Temperature,degrees-fahrenheit,be1dc806-39c7-44fa-8713-73499d5cfbf8,b8f6a776-fac9-4b37-891a-23ea18705f20,77.037109375
AHU-J2-3,723120,3,J2,analog-input 46,Condenser Water Leaving Temperature Active,degrees-fahrenheit,588f14f8-1c8d-4e1e-aa21-d43707dc6fa4,b8f6a776-fac9-4b37-891a-23ea18705f20,77.794921875
AHU-J2-3,723120,3,J2,analog-input 47,Condenser Water Temperature Local,degrees-fahrenheit,524ea711-9af4-4f0a-9086-665a1701f33e,b8f6a776-fac9-4b37-891a-23ea18705f20,78.080078125
AHU-J2-3,723120,3,J2,analog-input 38,Evaporator Leaving Temperature Circuit 1,degrees-fahrenheit,a7e15dbc-2437-478f-a5f7-03c24a0a42eb,b8f6a776-fac9-4b37-891a-23ea18705f20,32.787109375
AHU-J2-3,723120,3,J2,analog-input 39,Evaporator Leaving Temperature Circuit 2,degrees-fahrenheit,bf225510-f656-4bae-bf6b-10d659f76d36,b8f6a776-fac9-4b37-891a-23ea18705f20,53.166015625
AHU-J2-3,723120,3,J2,analog-input 40,Evaporator Leaving Temperature Circuit 3,degrees-fahrenheit,a24dedbd-6fb1-4ff0-af2d-1a05522e66db,b8f6a776-fac9-4b37-891a-23ea18705f20,57.548828125
AHU-J2-3,723120,3,J2,analog-input 42,Condensing Saturated Temperature Circuit 1,degrees-fahrenheit,33aa6252-a845-4aab-9bae-460c26ffd671,b8f6a776-fac9-4b37-891a-23ea18705f20,89.923828125
AHU-J2-3,723120,3,J2,analog-input 43,Condensing Saturated Temperature Circuit 2,degrees-fahrenheit,395bfba5-2590-4013-9266-845a793d8d2b,b8f6a776-fac9-4b37-891a-23ea18705f20,77.994140625
AHU-J2-3,723120,3,J2,analog-input 44,Condensing Saturated Temperature Circuit 3,degrees-fahrenheit,e2536d99-d3d6-4681-9020-cb71d89e1fd8,b8f6a776-fac9-4b37-891a-23ea18705f20,77.095703125
AHU-J2-3,723120,3,J2,analog-input 25,Mixed Air Temperature,degrees-fahrenheit,b3ff97fd-0de9-432a-8d16-b0ec61f95c77,b8f6a776-fac9-4b37-891a-23ea18705f20,74.490234375
AHU-J2-3,723120,3,J2,analog-input 24,Discharge Air Temperature Active,degrees-fahrenheit,5a983606-f4db-422a-8525-e2d7d4a7b95d,b8f6a776-fac9-4b37-891a-23ea18705f20,57.919921875
AHU-J2-3,723120,3,J2,analog-input 15,Space Temperature Active,degrees-fahrenheit,aa89a2b8-2c69-4b3b-92a8-8663c05bcfd4,b8f6a776-fac9-4b37-891a-23ea18705f20,77.029296875
AHU-J2-3,723120,3,J2,analog-input 18,Outdoor Air Temperature Active,degrees-fahrenheit,41ab148e-e601-4d7f-bc82-f48b7caee72b,b8f6a776-fac9-4b37-891a-23ea18705f20,90.302734375
AHU-J2-3,723120,3,J2,analog-input 52,Discharge Air Temperature Setpoint Active,degrees-fahrenheit,199b835f-51b9-47c2-8a76-0bb1703d5f2f,b8f6a776-fac9-4b37-891a-23ea18705f20,0.0
AHU-J2-3,723120,3,J2,analog-input 50,Space Temperature Setpoint Active,degrees-fahrenheit,5013ce36-1be8-43b5-8623-e60aab04e6a1,b8f6a776-fac9-4b37-891a-23ea18705f20,72.501953125
AHU-J2-3,723120,3,J2,analog-input 28,Duct Static Pressure Active,inches-of-water,64c171d5-accf-4d99-9ff3-8944fdd7ae47,b8f6a776-fac9-4b37-891a-23ea18705f20,1.66455078125
AHU J1-2,723122,2,J1,analog-input 35,Condenser Water Entering Temperature,degrees-fahrenheit,cc106f9f-ef44-4c05-8687-7829722c0ca8,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,78.533203125
AHU J1-2,723122,2,J1,analog-input 46,Condenser Water Leaving Temperature Active,degrees-fahrenheit,937de66d-22eb-4fa7-9dfd-dc4b7aa2fd7c,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,77.837890625
AHU J1-2,723122,2,J1,analog-input 47,Condenser Water Temperature Local,degrees-fahrenheit,f51c9896-88c8-4c99-903f-a75b3fe9ec9f,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,77.736328125
AHU J1-2,723122,2,J1,analog-input 38,Evaporator Leaving Temperature Circuit 1,degrees-fahrenheit,186fc0d6-08e7-4ce5-af22-f9c5142c3526,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,57.943359375
AHU J1-2,723122,2,J1,analog-input 39,Evaporator Leaving Temperature Circuit 2,degrees-fahrenheit,b194f741-d57a-4539-900c-55b8192a3018,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,49.697265625
AHU J1-2,723122,2,J1,analog-input 40,Evaporator Leaving Temperature Circuit 3,degrees-fahrenheit,d1f2c4b2-ad47-4b40-9945-78031173ea25,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,56.931640625
AHU J1-2,723122,2,J1,analog-input 42,Condensing Saturated Temperature Circuit 1,degrees-fahrenheit,8199285e-9206-4ca3-bdc9-b9676fddec0e,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,78.826171875
AHU J1-2,723122,2,J1,analog-input 43,Condensing Saturated Temperature Circuit 2,degrees-fahrenheit,be033146-aa17-4e15-80d6-af3d17cbd040,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,89.779296875
AHU J1-2,723122,2,J1,analog-input 44,Condensing Saturated Temperature Circuit 3,degrees-fahrenheit,661da13c-d638-4d90-9038-3d872d8dd97d,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,79.048828125
AHU J1-2,723122,2,J1,analog-input 25,Mixed Air Temperature,degrees-fahrenheit,3deecdc8-e133-4329-9924-add901516e2d,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,74.330078125
AHU J1-2,723122,2,J1,analog-input 24,Discharge Air Temperature Active,degrees-fahrenheit,876d83b7-caec-4d0a-b4f4-0d0836f22770,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,59.666015625
AHU J1-2,723122,2,J1,analog-input 15,Space Temperature Active,degrees-fahrenheit,620cead6-6693-4f89-86ec-7f1b722083b8,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,77.037109375
AHU J1-2,723122,2,J1,analog-input 18,Outdoor Air Temperature Active,degrees-fahrenheit,4ff3e5a2-84b1-43a0-857e-4e59ac450091,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,89.603515625
AHU J1-2,723122,2,J1,analog-input 52,Discharge Air Temperature Setpoint Active,degrees-fahrenheit,f2915ec5-47b0-42d7-b951-8375db63af15,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,0.0
AHU J1-2,723122,2,J1,analog-input 50,Space Temperature Setpoint Active,degrees-fahrenheit,06e48b0c-4735-4da2-97d5-8f67e36815fc,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,72.501953125
AHU J1-2,723122,2,J1,analog-input 28,Duct Static Pressure Active,inches-of-water,60b5ce8c-358b-435e-a7a3-b20cf6fa5c59,c52a28dd-8a5b-4c22-93c1-f1b1bac100ad,1.37646484375
AHU-J2-2,723123,2,J2,analog-input 35,Condenser Water Entering Temperature,degrees-fahrenheit,a4b07c94-a161-4512-bc06-cc9b4547c211,04586eee-1ebd-4e49-a117-a8d9db894a6b,78.705078125
AHU-J2-2,723123,2,J2,analog-input 46,Condenser Water Leaving Temperature Active,degrees-fahrenheit,0c219703-5579-42d7-984a-23b6b0a0626b,04586eee-1ebd-4e49-a117-a8d9db894a6b,79.955078125
AHU-J2-2,723123,2,J2,analog-input 47,Condenser Water Temperature Local,degrees-fahrenheit,20f98188-7452-4c4a-864e-5ad589e2a3b6,04586eee-1ebd-4e49-a117-a8d9db894a6b,79.630859375
AHU-J2-2,723123,2,J2,analog-input 38,Evaporator Leaving Temperature Circuit 1,degrees-fahrenheit,66fb3d74-e79b-436f-9918-e9bd8edcfdf4,04586eee-1ebd-4e49-a117-a8d9db894a6b,59.111328125
AHU-J2-2,723123,2,J2,analog-input 39,Evaporator Leaving Temperature Circuit 2,degrees-fahrenheit,8cd1bfb6-de76-4644-9fb3-e0adaf8f9d6b,04586eee-1ebd-4e49-a117-a8d9db894a6b,49.794921875
AHU-J2-2,723123,2,J2,analog-input 40,Evaporator Leaving Temperature Circuit 3,degrees-fahrenheit,7a5c3a98-a55c-4e3c-9f24-869cc94b81fc,04586eee-1ebd-4e49-a117-a8d9db894a6b,56.583984375
AHU-J2-2,723123,2,J2,analog-input 42,Condensing Saturated Temperature Circuit 1,degrees-fahrenheit,3a37843e-822b-4619-88ea-0cdbfa4b519d,04586eee-1ebd-4e49-a117-a8d9db894a6b,78.533203125
AHU-J2-2,723123,2,J2,analog-input 43,Condensing Saturated Temperature Circuit 2,degrees-fahrenheit,39818524-7efa-4850-9ef2-2495bf814814,04586eee-1ebd-4e49-a117-a8d9db894a6b,90.392578125
AHU-J2-2,723123,2,J2,analog-input 44,Condensing Saturated Temperature Circuit 3,degrees-fahrenheit,76cf3bae-8879-462b-853d-8c30a3d5cbf1,04586eee-1ebd-4e49-a117-a8d9db894a6b,78.951171875
AHU-J2-2,723123,2,J2,analog-input 25,Mixed Air Temperature,degrees-fahrenheit,a4767148-2fda-4185-96b6-9b3146075004,04586eee-1ebd-4e49-a117-a8d9db894a6b,75.126953125
AHU-J2-2,723123,2,J2,analog-input 24,Discharge Air Temperature Active,degrees-fahrenheit,ee0fbff6-63db-48a1-b3fd-31d2beb14379,04586eee-1ebd-4e49-a117-a8d9db894a6b,59.666015625
